202302050000,202302110000,#amc,0.9347059547901153
202302050000,202302110000,#tesla,0.8852356970310211
202302050000,202302110000,#mullen,0.8773795545101166
202302050000,202302110000,#microsoft,0.824325042963028
202302050000,202302110000,#SPDR,0.906127256155014
202302050000,202302110000,#disney,0.9421724915504456
202302050000,202302110000,#metamaterials,0.8506856977939605
202302050000,202302110000,#apple,0.9870157837867737
202302050000,202302110000,#netflix,0.8665358126163483
202302050000,202302110000,#gamestop,0.9303003013134002
202302050000,202302110000,#nvidia,0.8285886287689209
202302050000,202302110000,#amazon,0.9824040174484253
202302050000,202302110000,#c3ai,0.9102890610694885
202302050000,202302110000,#bedbathandbeyond,0.85478675365448
202302050000,202302110000,#invesco,0.8685438871383667
202302050000,202302110000,#google,0.8968643009662628
202302050000,202302110000,#lyft,0.9719398856163025
202302050000,202302110000,#dteenergy,0.8330621480941772
202302050000,202302110000,#meta,0.9355782806873322
